674.5,229.5
677.0,225.5
678.5,227.0
675.0,228.5
676.0,228.5
675.0,228.5
687.5,222.0
690.5,223.5
692.5,223.5
689.5,222.5
685.0,224.5
684.0,226.0
694.5,221.5
696.0,221.5
686.5,224.5
687.5,228.5
690.0,229.5
701.0,229.0
702.0,229.0
703.5,227.0
703.5,225.0
705.5,226.0
706.5,227.0
707.0,227.0
707.0,227.0
697.5,226.0
692.0,231.0
689.0,231.0
684.5,230.0
681.5,230.0
680.0,229.0
685.0,228.5
688.0,229.5
688.5,229.5
686.5,229.5
686.5,229.5
687.0,230.0
696.0,226.0
697.0,227.0
687.0,230.5
687.0,230.5
690.5,232.5
692.0,233.0
694.5,233.5
695.0,230.0
696.5,227.0
691.5,190.5
691.0,190.5
690.0,189.0
681.5,209.5
682.5,209.5
687.5,209.5
694.5,195.0
690.0,194.0
689.5,193.5
689.5,193.5
689.0,193.0
688.5,194.0
689.0,193.5
688.5,193.5
686.5,193.0
679.5,211.5
681.5,213.0
681.5,212.5
686.0,211.5
686.5,213.0
685.5,212.5
687.5,213.0
687.5,213.5
688.5,214.0
688.5,214.0
687.5,214.0
695.0,211.0
685.0,214.5
686.5,198.5
688.0,198.5
688.5,197.0
688.0,196.5
691.0,196.5
683.0,209.5
684.0,211.0
684.5,211.5
690.5,204.0
687.5,194.5
688.0,194.5
688.5,195.0
692.5,206.0
691.0,210.0
691.5,212.0
691.0,212.5
691.5,213.5
690.5,214.0
686.5,214.0
686.5,210.5
686.5,210.5
688.0,211.5
692.5,211.0
698.0,210.5
698.5,210.0
695.0,207.5
699.5,207.5
711.0,208.0
693.0,214.0
690.5,213.0
688.5,213.5
687.5,213.0
682.0,213.5
683.5,214.0
677.5,214.0
675.5,213.5
673.5,213.0
672.5,214.5
678.5,211.0
679.0,212.5
678.0,210.5
682.0,207.0
697.0,207.5
697.0,208.0
680.0,213.0
680.0,217.0
679.0,219.0
679.5,220.0
675.0,219.5
669.0,222.0
667.0,222.5
667.5,225.0
667.5,226.5
668.0,228.5
670.0,230.0
670.5,231.0
667.5,227.5
671.5,227.5
673.5,224.5
672.0,219.0
668.0,215.5
666.5,215.5
664.5,216.0
663.0,217.5
661.0,221.0
661.0,221.5
659.5,221.0
653.5,221.5
649.0,224.0
648.5,225.0
647.5,226.0
645.5,225.0
645.5,225.0
643.5,225.0
642.5,226.0
642.5,225.5
641.0,225.5
641.0,225.5
640.5,225.0
640.0,224.0
641.5,223.5
648.0,220.5
648.0,221.0
649.0,220.5
648.0,220.5
647.0,221.5
639.0,223.5
639.0,224.5
639.5,225.0
637.0,223.5
637.5,223.0
637.0,222.0
