636.0,222.0
636.0,222.0
637.0,222.5
637.0,222.0
636.0,223.0
637.5,224.5
638.5,226.5
638.5,227.0
638.5,226.5
638.5,226.0
638.0,226.0
636.0,223.0
638.0,223.0
639.0,213.5
641.0,218.0
641.5,221.0
641.0,222.0
640.5,222.5
644.0,224.0
640.0,226.5
639.0,226.5
639.5,226.5
639.5,227.0
642.0,227.0
643.0,228.0
641.5,229.5
642.5,230.0
644.0,231.0
644.0,230.0
642.0,228.5
642.0,229.0
642.5,229.0
643.0,230.5
644.5,231.5
644.0,230.5
644.0,230.5
644.5,229.0
645.0,229.5
645.5,230.0
647.0,229.0
651.5,228.5
652.5,228.5
653.0,229.0
654.5,228.5
653.0,228.5
650.5,228.5
650.5,229.0
652.0,228.5
651.5,228.5
652.5,228.5
652.5,227.5
655.5,228.5
656.0,228.0
656.0,226.5
655.5,226.0
656.0,226.0
648.0,226.0
651.5,229.5
651.5,229.5
649.5,227.5
646.5,228.0
644.0,230.0
641.5,230.5
645.0,228.0
648.0,229.0
649.0,228.5
649.0,230.0
653.0,228.0
657.0,227.5
653.5,226.0
652.0,226.0
653.5,228.0
652.5,228.5
654.5,228.0
654.5,231.5
652.5,231.5
652.0,232.0
652.5,232.5
653.5,231.5
653.0,231.0
651.5,231.5
651.0,234.0
651.0,230.5
651.0,231.5
650.5,230.5
650.5,231.0
654.0,229.5
654.5,229.5
655.5,229.0
655.5,229.0
653.5,229.5
652.0,230.5
652.5,230.5
658.5,228.0
661.5,226.5
662.5,227.5
662.0,229.5
663.5,228.5
657.5,231.0
656.0,232.5
655.5,232.0
653.0,228.0
666.0,229.0
669.5,229.5
671.5,235.0
675.0,236.5
678.0,231.0
676.5,230.5
671.0,231.5
684.5,231.0
686.0,228.0
686.0,229.5
681.5,230.0
677.0,230.0
678.0,229.0
677.5,229.5
674.5,230.5
679.0,233.5
689.0,232.0
688.5,230.0
677.0,231.0
674.0,231.0
671.5,231.5
670.5,230.0
670.5,228.5
670.0,228.5
676.0,226.5
676.0,232.0
675.0,233.0
674.5,227.0
574.0,227.5
558.0,237.0
532.0,251.0
500.0,252.0
516.5,323.5
513.5,328.5
494.0,316.0
510.5,305.5
744.5,223.5
720.0,222.5
670.5,180.0
605.0,225.0
603.5,227.0
598.5,214.0
597.0,210.5
591.0,200.0
586.0,198.5
585.5,197.5
589.5,200.5
593.0,198.5
595.5,194.0
594.5,184.0
599.0,181.5
606.0,181.0
610.5,182.0
614.0,181.0
615.5,180.0
618.5,181.5
617.5,181.0
615.5,181.5
614.5,181.5
613.0,176.0
618.5,183.5
566.5,291.0
711.5,288.0
434.5,269.0
435.0,266.0
441.0,261.5
490.5,219.0
500.5,220.5
474.5,249.5
473.5,253.5
477.5,263.0
475.5,269.5
473.5,271.5
471.5,273.5
472.5,273.0
477.5,273.0
478.5,273.0
479.5,272.0
481.0,273.0
483.0,272.0
484.0,271.5
485.5,271.0
482.5,272.0
481.0,273.0
478.5,273.5
477.0,273.5
478.0,273.5
473.0,272.0
468.0,272.5
465.5,273.5
464.0,274.5
464.5,274.5
467.5,275.0
468.0,275.0
467.5,275.5
467.0,275.5
465.0,276.0
464.5,277.0
465.0,277.0
466.5,277.5
467.5,277.0
468.5,275.5
470.5,274.0
471.0,273.5
472.0,271.0
470.0,263.0
469.5,262.5
471.5,264.0
474.0,264.5
474.0,263.5
478.0,264.5
480.0,266.5
481.5,268.0
483.5,269.0
484.5,269.0
484.5,269.5
483.0,270.5
483.0,269.5
481.5,270.0
478.5,271.0
475.5,273.5
475.0,274.0
473.5,274.0
471.5,273.5
470.5,273.5
468.5,274.5
463.5,275.5
459.5,274.5
458.5,273.5
458.5,273.0
459.5,269.0
462.0,265.0
463.0,266.0
470.5,275.5
473.5,276.5
474.5,277.0
474.0,276.5
475.0,275.5
476.0,275.0
476.0,273.5
474.0,273.0
472.0,272.5
470.0,271.5
473.0,270.0
475.5,272.5
478.5,272.0
480.5,273.0
480.5,275.0
477.5,274.5
467.0,277.5
465.0,279.0
462.0,280.0
459.5,279.5
458.5,279.5
455.5,280.5
460.5,283.5
460.5,282.5
459.5,281.0
458.5,281.5
457.0,281.5
456.0,283.0
457.0,286.0
457.5,288.0
458.5,285.5
459.5,285.5
460.5,287.0
462.5,287.5
464.0,287.5
463.5,288.5
463.0,289.0
463.0,289.5
463.5,290.0
463.0,290.5
462.5,291.0
460.5,291.0
458.0,291.5
455.0,291.5
453.0,290.0
452.0,290.5
452.5,290.0
455.0,291.5
455.5,292.5
452.5,293.5
452.0,294.0
452.5,294.5
455.0,294.0
460.5,290.5
464.0,291.0
465.5,291.5
466.5,291.0
466.0,291.5
463.0,293.0
462.5,293.5
463.5,295.5
465.0,295.0
467.0,294.0
468.0,293.0
468.5,292.5
469.0,292.0
470.0,292.0
471.5,292.5
473.0,292.5
473.0,292.5
473.5,293.5
472.0,295.5
471.0,297.0
469.5,299.5
471.5,295.0
476.0,293.0
484.0,295.5
487.0,297.0
490.0,298.0
493.0,298.5
492.0,296.0
488.0,295.0
491.0,293.5
497.0,294.0
494.0,292.0
487.5,297.5
486.5,294.5
487.5,295.0
487.5,298.0
492.0,297.0
498.0,296.0
500.5,296.5
503.5,297.5
504.5,299.0
501.0,299.5
498.5,300.0
498.5,300.5
499.0,300.0
498.0,296.5
509.0,294.5
642.0,270.5
634.5,269.0
631.0,279.5
638.0,294.0
628.5,302.0
626.5,303.5
627.5,305.0
626.0,306.0
624.5,306.0
626.0,306.5
626.5,306.5
627.0,306.5
628.5,306.5
629.5,307.5
629.5,309.0
630.5,310.5
630.5,310.5
630.0,310.0
628.0,310.0
626.0,310.0
624.5,310.0
623.5,310.0
622.5,310.0
622.0,310.0
621.5,310.0
620.5,308.5
620.0,308.5
620.0,308.0
619.5,306.5
619.5,306.0
620.5,306.0
620.5,306.0
620.0,306.5
620.0,306.5
620.0,306.5
622.0,308.0
625.0,309.0
625.5,309.5
625.0,309.5
622.5,310.0
621.5,312.0
624.0,312.5
627.5,313.5
629.5,314.5
631.0,313.5
631.5,312.5
631.5,308.5
632.5,304.5
633.5,302.0
633.0,300.5
633.5,301.0
634.0,301.0
633.0,302.0
633.0,301.5
633.0,303.0
633.5,303.0
623.0,301.0
624.5,309.0
628.5,310.0
637.5,304.0
642.0,299.5
640.5,298.5
641.0,300.5
643.5,302.0
639.0,304.0
637.5,305.0
638.5,305.5
638.0,306.0
640.5,306.0
642.0,306.0
640.0,306.0
642.0,307.0
643.0,306.5
644.5,305.5
644.5,306.5
644.5,306.5
643.5,306.5
643.5,307.5
643.0,307.0
643.0,308.0
640.5,308.5
639.0,309.5
636.0,311.5
634.5,312.5
632.5,313.5
630.0,314.5
630.5,313.5
630.5,313.5
630.5,313.5
629.5,314.0
628.0,315.0
626.0,316.0
626.0,314.5
626.0,315.0
626.0,317.5
626.0,315.0
627.5,315.0
627.5,315.5
627.5,316.0
627.5,315.5
627.5,316.5
630.5,314.5
631.0,314.5
630.5,314.5
630.0,315.0
621.0,315.0
613.5,317.0
605.5,316.0
608.0,321.0
611.5,321.5
614.5,321.0
613.0,320.5
609.5,317.0
607.0,315.5
607.0,315.0
607.0,314.5
608.0,314.0
610.0,314.5
612.5,314.5
614.0,314.5
615.5,314.0
617.0,314.5
618.5,315.0
618.0,314.5
617.5,314.5
619.0,314.0
618.5,314.0
618.5,313.5
618.0,313.5
618.0,314.5
616.5,315.5
615.0,315.0
614.0,315.0
613.0,314.5
613.5,315.0
